3.06,3.16,3.17,3.17,3.17,Tepat Waktu
2.43,2.61,2.49,2.64,2.67,Tidak Tepat Waktu
3.41,3.43,3.43,3.44,3.44,Tepat Waktu
3.5,3.53,3.54,3.53,3.53,Tepat Waktu
2.07,2.22,2.28,2.4,2.32,Tidak Tepat Waktu
2.62,2.71,2.71,2.88,2.86,Tepat Waktu
2.1,2.36,2.35,2.51,2.55,Tidak Tepat Waktu
2.31,2.45,2.44,2.64,2.64,Tepat Waktu
3.03,3.07,3.08,3.13,3.13,Tidak Tepat Waktu
2.62,2.81,2.79,2.87,2.86,Tepat Waktu
